Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
32,63,48,59,30,8,1,7,414,Moderate
23,46,4,9,13,6,1,10,223,Good
38,73,38,85,33,20,2,6,727,Hazardous
24,70,7,8,25,9,1,10,267,Good
36,81,9,30,48,36,3,6,583,Hazardous
29,41,15,20,27,3,1,11,438,Good
42,82,1,22,59,10,2,3,633,Hazardous
38,76,15,15,22,13,1,6,386,Moderate
28,46,2,6,24,3,1,13,483,Good
19,55,9,16,17,5,1,10,531,Good
33,102,27,27,40,14,3,10,908,Hazardous
24,81,3,8,23,4,1,10,509,Good
29,73,11,13,26,11,1,6,364,Moderate
37,106,2,17,28,14,2,6,501,Poor
22,79,40,50,22,6,1,6,351,Moderate
29,53,59,78,42,18,2,9,601,Poor
30,60,59,69,22,7,1,5,412,Moderate
29,88,13,37,34,9,2,8,612,Poor
38,67,54,70,40,23,1,4,458,Poor
38,81,12,30,40,22,2,4,616,Poor
30,70,6,9,17,3,1,8,586,Moderate
32,65,6,13,30,12,2,6,485,Moderate
36,57,27,35,31,8,1,6,388,Moderate
27,65,1,9,22,4,1,10,208,Good
18,60,21,23,24,7,1,12,541,Good
37,60,13,20,33,9,1,6,588,Moderate
37,63,26,34,23,11,1,5,646,Moderate
34,78,6,7,26,9,2,8,500,Moderate
29,91,12,23,30,6,1,6,351,Moderate
34,64,5,13,25,3,1,6,368,Moderate
28,105,7,18,28,17,2,5,505,Poor
22,52,5,11,22,4,1,12,497,Good
31,98,79,93,27,11,2,6,472,Poor
24,72,3,10,23,4,1,11,384,Good
34,77,15,23,29,8,2,6,480,Moderate
24,70,5,10,18,3,1,16,423,Good
31,69,31,32,33,7,2,8,489,Moderate
28,86,47,62,37,11,2,8,551,Poor
32,57,2,25,23,13,2,5,451,Moderate
18,75,11,15,17,6,1,12,553,Good
27,71,9,22,31,10,2,8,688,Moderate
30,86,8,20,21,10,2,7,733,Moderate
35,96,44,70,40,30,2,6,745,Hazardous
31,61,3,16,20,4,2,5,449,Moderate
31,44,12,16,15,3,1,12,569,Good
39,76,38,50,24,27,2,3,452,Poor
25,59,6,8,12,4,1,10,465,Good
33,80,34,48,38,4,2,5,507,Poor
26,85,13,26,36,10,2,7,662,Moderate
33,80,33,45,32,5,3,4,731,Poor
30,56,14,16,13,3,1,10,519,Good
32,62,7,19,16,14,2,7,539,Moderate
30,58,12,29,37,25,2,4,749,Poor
27,71,6,18,27,12,2,5,573,Moderate
25,71,11,15,15,6,1,13,479,Good
26,66,1,7,16,7,1,12,431,Good
38,70,17,30,36,22,2,4,529,Poor
24,50,20,25,22,5,1,10,294,Good
28,59,13,21,22,10,1,5,565,Moderate
44,64,121,138,39,23,1,3,707,Poor
30,54,17,25,17,8,1,11,201,Good
26,78,2,10,27,7,1,15,552,Good
27,52,7,7,25,5,1,13,534,Good
33,62,24,43,33,25,2,6,415,Poor
23,64,2,9,11,7,1,11,361,Good
30,56,6,14,24,6,1,7,410,Moderate
23,63,10,18,25,5,1,10,403,Good
28,79,0,7,26,10,2,6,679,Moderate
27,60,7,11,20,6,1,11,349,Good
33,86,56,61,36,10,2,4,698,Poor
22,67,3,10,16,8,1,13,226,Good
38,90,3,18,37,5,3,3,592,Hazardous
25,67,38,43,18,4,1,12,326,Good
32,85,102,137,49,16,2,4,777,Hazardous
18,54,5,8,23,4,1,14,415,Good
23,44,13,16,16,3,1,13,330,Good
31,60,37,45,25,12,2,5,386,Moderate
29,67,54,67,18,13,1,9,336,Moderate
36,62,1,11,22,8,2,7,567,Moderate
35,62,7,16,24,10,1,6,404,Moderate
41,77,19,38,36,29,2,7,555,Hazardous
24,56,3,8,21,6,1,11,481,Good
28,89,24,36,35,17,2,4,817,Poor
19,55,9,14,24,4,1,11,478,Good
30,54,11,18,26,5,2,6,436,Moderate
34,63,40,50,24,9,2,5,416,Moderate
40,95,10,33,28,17,2,4,533,Poor
31,75,24,29,24,8,1,11,217,Good
31,78,8,14,24,6,1,11,225,Good
39,108,74,88,34,16,2,6,734,Hazardous
34,89,23,41,31,14,2,7,405,Poor
22,54,0,5,21,8,1,11,326,Good
30,78,29,38,32,7,2,9,356,Moderate
21,49,6,11,15,7,1,12,581,Good
27,45,2,14,34,11,2,6,615,Moderate
34,68,1,13,26,16,2,5,742,Poor
26,82,8,20,29,6,1,6,596,Moderate
30,59,10,26,34,13,1,7,347,Moderate
30,94,3,22,30,10,2,4,816,Poor
38,93,116,145,33,16,2,8,374,Poor
45,83,34,51,32,15,2,4,514,Hazardous
31,73,2,11,26,13,2,4,432,Poor
25,71,17,33,37,9,1,6,569,Moderate
31,54,9,15,28,8,1,11,220,Good
27,71,8,12,14,11,1,12,390,Good
34,70,0,20,32,15,2,5,551,Poor
27,63,2,5,17,2,1,11,481,Good
51,109,2,21,27,12,2,3,744,Hazardous
38,85,8,38,49,3,2,4,729,Hazardous
22,51,26,27,23,8,1,14,384,Good
26,67,45,51,19,4,1,10,574,Good
32,95,42,65,30,13,2,4,595,Poor
24,42,2,10,26,6,1,10,558,Good
22,53,46,50,16,6,1,11,348,Good
41,55,15,29,28,16,1,5,297,Moderate
32,47,21,35,30,11,1,5,677,Moderate
30,77,10,26,21,11,2,4,648,Poor
29,73,6,10,17,6,1,11,303,Good
32,82,3,11,28,11,1,6,531,Moderate
35,85,47,62,24,9,2,9,641,Moderate
39,78,61,78,24,11,3,6,665,Poor
35,58,46,59,22,5,1,5,650,Moderate
20,65,6,13,26,8,1,11,338,Good
29,45,21,28,20,3,1,11,545,Good
24,61,11,18,14,4,1,14,443,Good
27,57,7,24,29,14,2,6,546,Poor
37,50,13,28,31,14,2,6,300,Moderate
31,78,42,56,30,10,1,12,628,Moderate
16,65,20,23,26,5,1,11,230,Good
27,71,10,23,20,14,2,6,367,Moderate
42,87,169,188,31,15,3,3,759,Hazardous
27,55,4,8,21,6,1,12,575,Good
23,68,2,7,23,3,1,13,356,Good
35,79,14,24,27,14,1,7,346,Moderate
22,54,10,17,26,6,1,10,536,Good
20,80,13,26,33,11,1,6,433,Moderate
45,103,16,49,38,19,2,5,638,Hazardous
25,82,20,29,18,2,1,11,386,Good
35,68,57,73,33,8,2,6,702,Poor
32,71,38,57,38,16,2,5,388,Poor
22,47,1,6,26,3,1,10,469,Good
30,77,10,15,16,3,1,10,386,Good
24,65,29,38,33,2,1,6,616,Moderate
26,69,10,20,18,5,1,16,262,Good
24,61,13,18,23,5,1,13,403,Good
26,54,2,11,21,5,1,11,344,Good
26,65,3,8,27,4,1,10,226,Good
31,102,15,34,30,21,2,4,466,Poor
36,58,2,15,23,6,1,6,533,Moderate
23,61,4,4,14,4,1,14,381,Good
26,65,37,38,21,5,1,13,359,Good
26,58,1,8,33,10,2,7,481,Moderate
32,66,9,16,14,5,1,11,283,Good
22,46,8,11,23,2,1,10,585,Good
39,68,4,18,30,17,2,4,763,Poor
31,85,26,34,25,10,2,6,602,Moderate
32,57,23,34,26,6,2,7,509,Moderate
25,56,21,28,25,10,1,10,542,Moderate
37,86,81,111,41,16,3,2,841,Hazardous
39,66,70,95,34,30,2,3,756,Hazardous
29,74,2,15,22,10,2,10,703,Moderate
36,50,1,14,21,6,2,6,463,Moderate
29,46,57,65,30,7,1,8,681,Moderate
29,44,6,11,20,4,1,18,333,Good
25,72,6,15,25,3,1,14,221,Good
43,95,20,53,38,21,2,6,581,Hazardous
24,77,0,16,28,12,2,6,514,Moderate
32,95,158,180,39,29,2,4,571,Poor
25,68,5,12,15,1,1,14,203,Good
36,70,12,42,31,16,2,5,624,Poor
29,71,44,60,27,9,1,6,365,Moderate
25,70,3,11,23,7,1,10,593,Good
23,51,17,22,14,2,1,13,444,Good
32,68,5,11,25,7,1,12,327,Good
25,63,11,16,18,2,1,13,560,Good
25,79,16,22,16,6,1,11,506,Good
28,75,14,21,19,6,1,10,380,Good
24,56,28,37,16,2,1,12,307,Good
47,84,2,27,36,13,3,8,506,Hazardous
21,66,26,30,23,1,1,14,520,Good
29,100,70,85,26,17,2,5,641,Poor
41,101,23,40,49,32,3,11,671,Hazardous
23,82,7,19,21,10,2,6,566,Moderate
24,50,3,9,16,7,1,11,237,Good
39,66,82,105,36,6,4,3,794,Hazardous
25,50,12,17,24,7,1,11,349,Good
30,75,35,41,7,3,1,11,369,Good
32,59,8,13,23,2,1,10,396,Good
33,57,44,55,20,8,1,9,612,Moderate
25,96,115,142,32,17,2,4,677,Poor
25,64,16,25,27,10,1,10,552,Good
33,51,10,21,21,16,1,6,542,Moderate
21,79,29,33,17,3,1,12,372,Good
39,67,22,41,47,22,2,6,520,Hazardous
21,48,8,12,21,7,1,11,478,Good
43,98,6,33,42,20,2,4,797,Hazardous
28,51,1,6,23,5,1,13,381,Good
24,70,0,6,20,16,1,7,568,Moderate
26,39,17,23,22,3,1,13,389,Good
24,57,8,24,27,12,1,5,551,Moderate
34,88,217,240,51,15,3,4,578,Hazardous
41,66,15,32,29,19,2,6,776,Poor
46,101,94,122,30,20,3,4,584,Hazardous
28,76,13,27,20,14,2,6,402,Moderate
33,79,3,11,12,6,1,11,213,Good
31,79,54,64,38,9,1,8,488,Moderate
22,60,21,23,24,5,1,10,318,Good
32,52,44,56,24,12,1,5,461,Moderate
39,90,29,41,32,16,2,7,666,Poor
27,61,32,35,21,7,1,10,453,Good
37,70,5,18,35,12,2,4,609,Poor
40,85,49,70,30,14,2,6,555,Hazardous
26,55,14,16,20,4,1,10,379,Good
23,72,12,20,19,4,1,18,578,Good
34,55,12,31,28,23,2,3,684,Poor
29,62,7,15,26,8,2,11,337,Moderate
24,60,5,12,27,5,1,10,476,Good
30,44,30,32,24,3,1,19,322,Good
23,73,17,25,23,2,1,10,502,Good
24,74,2,6,22,3,1,11,200,Good
35,78,43,56,42,8,1,6,738,Poor
29,80,5,11,19,5,1,10,538,Good
22,82,2,15,28,15,2,5,492,Moderate
34,82,25,41,41,17,3,5,808,Hazardous
29,59,4,8,19,6,1,10,364,Good
30,73,51,74,31,19,2,5,664,Poor
33,50,27,41,22,8,2,9,417,Moderate
29,76,21,24,24,5,1,11,291,Good
30,54,6,14,29,8,2,6,391,Moderate
40,76,17,35,35,14,2,6,591,Poor
28,76,0,5,10,4,1,10,505,Good
32,54,17,26,33,11,2,6,514,Moderate
29,68,3,8,11,5,1,10,336,Good
22,59,14,26,21,13,2,5,503,Moderate
22,75,32,44,35,16,1,4,580,Poor
30,61,58,78,38,14,2,4,631,Poor
30,74,47,61,26,11,2,4,523,Poor
30,72,14,23,32,20,1,9,571,Moderate
32,75,15,34,48,14,2,6,756,Poor
29,67,8,11,16,5,1,13,460,Good
32,87,48,64,30,15,1,5,666,Moderate
24,56,10,16,15,5,1,13,387,Good
34,73,24,31,24,15,1,7,489,Moderate
40,64,83,115,49,16,3,3,767,Hazardous
31,64,4,7,26,5,1,11,315,Good
40,68,36,39,33,9,2,7,617,Poor
26,62,7,10,19,6,1,12,437,Good
21,63,5,11,14,4,1,15,391,Good
30,77,14,24,32,12,2,7,357,Moderate
20,41,3,6,14,1,1,10,509,Good
24,44,14,18,24,7,1,10,477,Good
37,70,22,35,36,4,2,5,729,Poor
26,40,2,7,24,8,1,11,438,Good
35,61,15,29,32,41,3,5,733,Hazardous
49,93,57,85,37,22,3,4,623,Hazardous
29,81,18,28,24,12,1,10,352,Moderate
46,79,3,25,34,12,2,2,503,Hazardous
27,68,31,41,19,4,1,11,563,Good
32,52,1,14,29,12,1,6,549,Moderate
32,78,0,6,27,14,2,5,540,Moderate
32,85,11,22,27,9,1,5,676,Moderate
42,87,51,77,30,28,2,7,744,Hazardous
25,67,22,31,28,3,1,14,283,Good
27,76,2,8,24,14,2,7,665,Poor
32,77,29,54,22,11,2,5,478,Poor
19,45,26,29,27,8,1,11,208,Good
26,54,1,10,25,4,1,10,316,Good
23,67,22,34,29,8,2,5,346,Moderate
28,78,21,28,16,5,1,11,225,Good
28,51,0,23,29,14,2,4,470,Poor
30,80,24,31,18,4,1,9,405,Moderate
24,72,16,20,26,4,1,12,519,Good
30,90,41,41,24,6,1,7,304,Moderate
23,67,8,14,12,4,1,10,222,Good
37,78,12,24,24,6,2,8,485,Moderate
32,84,14,24,30,13,2,5,265,Moderate
39,101,17,37,50,30,2,4,789,Hazardous
22,54,4,10,13,4,1,10,275,Good
37,76,8,19,40,12,2,4,434,Poor
24,83,20,29,22,2,1,6,384,Moderate
33,75,21,22,18,12,2,6,586,Moderate
26,46,0,6,22,9,1,11,299,Good
22,70,0,5,10,5,1,14,388,Good
30,68,0,11,20,6,2,5,345,Moderate
18,71,13,20,19,5,1,12,550,Good
37,74,36,51,24,11,2,6,630,Moderate
21,55,3,5,13,1,1,10,609,Good
29,65,12,18,27,6,1,10,331,Good
40,68,32,46,38,14,2,4,596,Poor
24,46,25,30,23,3,1,12,524,Good
45,74,53,85,48,28,2,3,480,Hazardous
30,56,28,45,24,8,1,6,471,Moderate
30,70,40,53,25,8,1,6,683,Moderate
23,77,4,12,18,1,1,13,270,Good
37,68,5,16,29,2,1,6,323,Moderate
30,79,12,26,18,5,1,7,533,Moderate
19,66,8,16,28,7,1,13,259,Good
21,73,14,21,23,5,1,12,207,Good
22,71,37,36,33,10,2,6,594,Moderate
31,93,12,27,19,16,2,9,383,Moderate
31,76,30,38,33,9,2,6,608,Moderate
34,68,5,7,21,10,1,8,376,Moderate
41,62,19,37,36,21,2,8,518,Poor
29,64,80,93,26,12,2,5,326,Moderate
46,96,0,10,34,12,2,12,374,Poor
25,59,5,11,22,4,1,10,317,Good
27,65,24,32,13,2,1,17,403,Good
24,70,24,30,19,10,2,11,581,Moderate
29,73,9,14,38,5,2,4,438,Poor
30,46,14,17,12,6,1,12,382,Good
23,54,5,10,18,6,1,16,501,Good
26,42,2,4,15,9,1,14,543,Good
23,75,10,15,22,5,1,14,525,Good
22,51,2,4,12,2,1,12,452,Good
30,86,19,28,33,9,2,5,479,Moderate
20,48,20,25,18,7,1,10,604,Good
22,66,2,7,10,5,1,15,302,Good
41,78,18,47,36,14,2,4,434,Poor
30,70,12,18,29,7,1,12,363,Good
29,55,18,25,40,10,2,4,522,Poor
26,53,5,12,24,6,1,10,500,Good
29,72,10,26,35,10,1,7,597,Moderate
36,90,30,41,35,13,2,5,760,Poor
34,83,90,109,36,16,4,6,781,Hazardous
32,95,24,41,36,34,3,3,790,Hazardous
38,81,76,107,41,9,2,6,737,Hazardous
40,70,2,11,27,18,2,7,660,Hazardous
26,55,19,27,25,3,1,11,530,Good
22,75,11,18,15,6,1,15,298,Good
25,57,11,16,17,3,1,13,495,Good
32,80,10,18,29,17,2,5,373,Moderate
44,82,86,108,34,35,2,8,682,Hazardous
34,64,55,79,42,19,2,4,454,Poor
22,53,14,15,22,4,1,14,276,Good
28,75,9,17,18,9,1,11,304,Good
25,51,8,13,16,4,1,11,338,Good
34,55,3,21,22,5,2,5,454,Moderate
32,69,28,48,29,10,2,5,409,Moderate
20,81,12,22,24,8,1,7,433,Moderate
26,71,19,25,27,6,1,16,500,Good
30,77,2,12,32,16,2,10,618,Moderate
35,52,5,15,15,10,1,7,352,Moderate
26,69,3,16,38,2,2,11,357,Moderate
32,71,19,32,19,14,1,6,483,Moderate
21,56,29,43,24,6,2,8,424,Moderate
24,72,2,12,16,11,2,6,607,Moderate
28,71,27,28,19,6,1,11,233,Good
45,107,13,21,56,10,2,4,775,Hazardous
23,78,7,8,20,5,1,10,255,Good
46,91,11,31,26,15,2,6,736,Poor
24,41,1,6,12,8,1,10,601,Good
28,54,20,28,14,3,1,12,475,Good
28,70,2,7,18,3,1,11,554,Good
27,42,20,25,22,8,1,15,309,Good
34,80,43,49,42,20,2,5,515,Poor
30,78,6,25,29,7,2,7,569,Poor
21,68,3,9,22,4,1,10,538,Good
21,78,8,11,25,5,1,13,547,Good
26,68,21,28,14,2,1,13,248,Good
28,69,3,8,25,2,1,10,401,Good
44,112,48,70,41,22,3,3,805,Hazardous
29,64,46,51,27,10,2,6,623,Moderate
24,66,12,14,12,2,1,12,248,Good
19,63,24,32,22,9,2,5,639,Moderate
21,76,29,34,15,3,1,11,243,Good
36,70,10,14,22,10,1,5,396,Moderate
26,78,7,11,20,9,1,12,254,Good
41,79,6,28,36,7,2,7,359,Poor
23,56,7,8,22,4,1,11,330,Good
20,54,10,12,27,1,1,10,474,Good
26,68,2,9,26,5,1,12,418,Good
27,59,4,5,15,5,1,11,285,Good
46,76,1,21,24,28,2,4,761,Hazardous
42,72,19,38,36,12,2,4,617,Hazardous
27,78,24,27,21,5,1,11,352,Good
23,57,66,81,25,7,2,5,682,Moderate
28,88,39,53,39,10,2,5,669,Poor
34,71,61,78,28,11,2,4,644,Poor
25,57,6,8,16,4,1,12,375,Good
24,41,0,4,25,4,1,12,494,Good
35,74,22,24,40,17,2,5,523,Poor
23,51,19,21,21,7,1,13,454,Good
24,80,10,13,26,6,1,12,280,Good
43,69,7,19,34,11,2,4,500,Poor
30,69,2,8,26,4,2,10,398,Moderate
37,70,55,62,37,21,2,4,414,Poor
27,47,30,38,21,3,1,11,263,Good
31,54,2,9,22,11,2,6,565,Moderate
32,89,51,70,25,24,3,4,527,Poor
29,58,16,23,21,3,1,12,527,Good
43,72,30,50,39,19,3,4,715,Hazardous
29,68,3,5,19,3,1,16,355,Good
32,70,48,52,38,5,2,7,402,Moderate
23,57,34,48,23,8,2,8,630,Moderate
29,65,4,6,8,2,1,14,319,Good
33,94,21,32,36,22,2,6,714,Poor
32,89,24,40,39,11,2,6,474,Poor
41,100,1,40,45,17,3,9,608,Hazardous
28,78,19,30,36,15,1,6,387,Poor
29,54,16,18,12,6,1,13,498,Good
44,70,13,26,36,9,2,3,685,Hazardous
26,64,12,21,32,11,2,7,492,Moderate
22,79,3,9,24,5,1,10,282,Good
22,46,10,12,20,6,1,11,596,Good
53,91,150,159,37,6,3,5,482,Hazardous
42,123,42,79,43,27,2,3,867,Hazardous
30,75,1,2,41,6,2,4,609,Poor
25,68,2,8,24,1,1,19,207,Good
28,60,23,47,17,17,2,4,603,Poor
27,95,0,17,27,24,1,10,650,Moderate
45,77,16,22,45,24,3,11,808,Hazardous
30,62,2,10,21,5,1,13,541,Good
25,58,10,19,32,11,1,5,471,Moderate
38,84,28,35,21,13,2,6,697,Moderate
44,88,25,37,37,24,3,7,626,Hazardous
20,75,8,14,21,6,1,11,402,Good
27,78,9,8,14,6,1,11,447,Good
22,67,2,8,14,8,1,10,544,Good
34,61,71,92,38,17,2,4,458,Poor
27,79,14,19,14,5,1,14,270,Good
28,73,31,42,19,13,1,5,423,Moderate
30,81,44,61,34,11,2,7,564,Moderate
24,74,37,42,28,6,1,15,555,Good
29,39,2,9,18,3,1,16,530,Good
25,55,2,8,27,7,1,10,294,Good
24,79,13,20,24,4,1,11,348,Good
31,60,14,25,18,9,2,5,629,Moderate
29,46,4,11,12,6,1,11,450,Good
27,74,3,15,34,6,1,11,515,Moderate
24,56,1,11,26,10,1,7,331,Moderate
20,63,10,15,15,5,1,10,389,Good
25,40,2,8,22,4,1,11,290,Good
43,94,8,16,28,19,1,9,588,Poor
28,60,30,39,18,10,1,14,356,Good
23,70,16,16,28,7,2,7,483,Moderate
28,83,6,4,34,5,2,6,475,Moderate
26,53,22,25,19,5,1,11,326,Good
34,72,25,38,23,18,1,6,577,Moderate
27,45,3,6,24,3,1,12,274,Good
32,54,13,24,21,7,2,11,366,Moderate
25,49,16,21,22,5,1,11,389,Good
24,45,22,25,21,8,1,12,388,Good
20,78,8,12,23,7,1,15,342,Good
32,58,24,31,29,7,1,12,684,Moderate
22,72,6,11,16,5,1,12,585,Good
36,68,5,18,25,19,2,8,588,Poor
28,62,16,25,27,7,2,6,556,Moderate
31,66,17,21,12,5,1,11,459,Good
24,45,1,3,15,3,1,13,513,Good
27,72,22,36,18,8,2,12,559,Moderate
38,106,28,58,37,25,2,5,494,Hazardous
27,44,5,8,23,4,1,11,401,Good
32,99,12,44,38,10,3,3,810,Hazardous
30,64,17,30,30,15,2,6,297,Moderate
27,67,6,11,25,11,2,5,389,Poor
42,101,157,166,39,24,2,3,888,Hazardous
26,84,3,12,32,12,2,6,614,Moderate
35,74,15,24,33,10,1,6,668,Moderate
30,69,22,46,32,23,2,5,553,Poor
39,57,151,161,42,11,2,5,549,Poor
29,64,42,55,23,16,1,7,356,Moderate
31,89,23,28,18,10,2,7,680,Moderate
20,60,2,7,23,5,1,12,594,Good
26,47,2,6,18,4,1,12,299,Good
22,71,35,47,20,10,2,6,691,Moderate
26,56,37,38,14,7,1,10,572,Good
23,61,4,10,17,4,1,12,421,Good
26,64,7,8,12,4,1,16,563,Good
29,66,1,4,13,6,1,12,446,Good
29,68,39,53,23,12,2,4,550,Poor
24,70,6,10,10,5,1,10,461,Good
34,62,13,28,27,8,2,7,474,Moderate
47,66,102,122,44,7,2,4,556,Poor
23,42,27,33,12,1,1,11,359,Good
24,62,1,10,21,7,1,11,567,Good
27,70,2,6,23,4,1,10,271,Good
33,79,57,78,34,25,3,3,692,Hazardous
30,67,23,40,27,12,2,7,639,Poor
40,80,36,50,30,8,2,4,468,Poor
30,79,7,15,37,8,1,8,398,Moderate
25,43,5,12,23,7,1,12,504,Good
24,60,11,16,21,5,1,12,538,Good
50,69,0,24,42,22,3,7,883,Hazardous
44,105,22,48,36,12,2,3,627,Hazardous
30,75,9,19,29,10,2,5,511,Moderate
37,79,2,14,37,19,2,4,659,Poor
42,88,2,22,38,27,2,3,451,Hazardous
27,72,14,23,27,6,1,11,513,Good
38,88,12,28,25,20,1,4,693,Poor
24,59,24,32,19,5,1,14,265,Good
24,92,20,38,44,6,2,4,433,Poor
36,95,7,32,30,6,2,6,565,Poor
28,69,3,10,12,2,1,13,375,Good
28,80,56,67,34,19,2,9,539,Poor
45,97,72,95,46,30,2,6,642,Hazardous
28,66,7,10,23,4,1,13,563,Good
32,57,62,77,27,16,2,5,422,Poor
24,58,5,6,12,6,1,11,346,Good
29,60,52,65,34,9,1,9,641,Moderate
27,75,10,13,21,9,1,10,327,Good
34,63,15,16,19,10,2,13,387,Moderate
33,110,94,112,47,7,3,4,853,Hazardous
28,63,60,68,21,0,1,5,399,Moderate
32,68,8,19,33,11,2,6,476,Moderate
28,56,10,18,34,9,2,5,352,Moderate
18,50,10,16,20,20,2,7,440,Moderate
45,89,10,29,34,19,2,7,574,Poor
26,62,6,10,24,9,1,8,685,Moderate
23,77,71,78,40,10,2,4,608,Poor
36,99,16,18,39,13,2,3,541,Poor
34,50,15,25,24,8,2,6,407,Moderate
27,59,4,8,14,7,1,16,543,Good
35,85,63,68,30,10,1,5,493,Moderate
35,75,8,27,37,9,2,22,696,Poor
29,74,8,20,27,11,2,7,599,Moderate
23,93,22,45,28,26,2,4,732,Poor
45,70,59,80,45,17,3,4,658,Hazardous
34,80,3,14,22,13,1,6,481,Moderate
38,57,2,12,30,5,1,6,355,Moderate
30,65,11,14,21,3,1,12,485,Good
26,66,20,24,15,4,1,11,543,Good
20,76,10,14,14,4,1,11,471,Good
31,58,9,13,18,14,1,6,328,Moderate
27,60,5,16,33,5,2,7,460,Moderate
29,56,6,10,14,4,1,13,233,Good
24,62,3,9,19,6,1,10,406,Good
21,68,11,14,16,6,1,13,241,Good
27,77,3,10,14,6,1,11,224,Good
49,96,10,28,36,34,3,3,586,Hazardous
34,67,6,11,15,-1,1,14,298,Good
30,62,6,11,19,13,2,8,688,Moderate
28,71,52,64,22,7,2,7,601,Moderate
41,94,12,31,31,19,2,6,568,Poor
20,78,2,10,17,5,1,14,538,Good
27,46,2,12,31,17,2,7,649,Moderate
48,85,56,66,39,18,3,5,557,Hazardous
31,66,12,24,26,14,2,6,453,Moderate
31,59,10,22,31,7,1,10,603,Moderate
24,64,7,9,24,3,1,13,369,Good
29,62,19,29,31,7,2,6,376,Moderate
30,86,30,46,27,11,2,6,605,Poor
40,99,94,105,32,12,2,6,713,Poor
30,78,25,35,37,11,2,6,533,Moderate
32,60,55,51,25,7,1,5,599,Moderate
27,40,16,19,14,4,1,11,598,Good
30,98,62,88,44,13,2,6,711,Poor
35,91,8,28,27,26,2,4,754,Poor
27,76,14,22,27,16,2,6,396,Moderate
27,90,41,66,33,24,3,11,672,Poor
33,75,5,10,22,10,2,6,339,Moderate
24,66,72,76,15,6,1,11,325,Good
33,84,29,32,49,21,2,5,933,Hazardous
33,58,11,23,26,8,1,8,398,Moderate
38,70,1,13,29,11,2,6,406,Moderate
29,57,14,24,28,12,2,7,657,Moderate
35,85,6,22,31,9,2,9,601,Moderate
30,81,4,15,25,11,1,6,366,Moderate
47,78,25,46,39,19,3,4,830,Hazardous
30,86,14,33,19,14,2,7,397,Moderate
24,76,0,7,20,8,1,11,280,Good
29,62,3,7,35,8,1,6,439,Moderate
26,83,20,38,37,12,2,4,706,Poor
28,88,6,16,35,13,1,5,610,Moderate
31,61,0,21,36,11,2,4,627,Poor
29,53,0,8,25,6,1,11,429,Good
32,72,26,42,35,2,2,6,510,Poor
35,98,53,69,33,11,2,5,537,Poor
25,67,16,21,20,8,1,10,471,Good
20,45,17,22,26,5,1,10,236,Good
28,74,14,30,34,23,2,4,422,Poor
23,57,10,15,14,4,1,12,372,Good
42,94,62,79,30,20,3,8,547,Hazardous
24,54,2,5,25,6,1,11,253,Good
31,54,26,34,37,15,1,8,632,Moderate
28,70,3,8,25,8,1,10,308,Good
27,72,2,13,26,13,1,6,484,Moderate
36,104,74,93,32,24,2,21,757,Hazardous
26,63,15,21,19,4,1,14,305,Good
26,43,19,18,18,2,1,11,426,Good
44,102,35,55,56,26,2,3,772,Hazardous
47,94,12,25,34,29,3,4,589,Hazardous
32,80,22,34,30,5,1,9,580,Moderate
30,57,7,14,23,4,1,11,567,Good
35,78,32,47,17,12,2,9,541,Moderate
31,61,27,31,13,4,1,13,278,Good
41,74,116,127,46,26,2,3,765,Hazardous
28,97,7,25,25,11,2,6,709,Moderate
26,78,14,22,35,8,2,10,379,Moderate
25,44,21,29,24,6,1,12,241,Good
24,78,82,94,23,10,1,8,461,Moderate
